Type_1,Type_2,Type_3,image_name
0.13823814690113068,0.6912143230438232,0.17054755985736847,0.jpg
0.02695356495678425,0.5127633810043335,0.4602830410003662,1.jpg
0.15424130856990814,0.7001108527183533,0.1456478238105774,10.jpg
0.16378265619277954,0.673005223274231,0.16321206092834473,100.jpg
0.2850913107395172,0.6174672245979309,0.09744146466255188,101.jpg
0.1598423421382904,0.3346509635448456,0.505506694316864,102.jpg
0.012067819945514202,0.5832639932632446,0.4046681821346283,103.jpg
0.1169111356139183,0.7011884450912476,0.18190036714076996,104.jpg
0.03305942937731743,0.5281068086624146,0.4388337731361389,105.jpg
0.00657045328989625,0.4408566951751709,0.5525729060173035,106.jpg
0.019021041691303253,0.7561323046684265,0.22484667599201202,107.jpg
0.036955393850803375,0.6943557858467102,0.2686888575553894,108.jpg
0.10452336072921753,0.5777790546417236,0.31769758462905884,109.jpg
0.018406158313155174,0.23656685650348663,0.7450270056724548,11.jpg
0.23315483331680298,0.7139074802398682,0.05293763428926468,110.jpg
0.07701568305492401,0.6231933236122131,0.2997910678386688,111.jpg
0.0666104182600975,0.619227409362793,0.3141622245311737,112.jpg
0.0709688737988472,0.6033757925033569,0.32565537095069885,113.jpg
0.09302596747875214,0.6633269190788269,0.24364711344242096,114.jpg
0.14126400649547577,0.4983213543891907,0.3604147434234619,116.jpg
0.12983138859272003,0.7508963942527771,0.11927224695682526,117.jpg
0.02066601812839508,0.318230539560318,0.6611034274101257,118.jpg
0.42687276005744934,0.45209312438964844,0.12103407829999924,119.jpg
0.08405282348394394,0.5909085273742676,0.3250386118888855,12.jpg
0.2132166624069214,0.5273092985153198,0.2594740390777588,120.jpg
0.005257058423012495,0.5877180695533752,0.40702489018440247,121.jpg
0.03481827303767204,0.5160587430000305,0.44912296533584595,122.jpg
0.17247873544692993,0.6585994958877563,0.1689218431711197,123.jpg
0.05147721990942955,0.6232982277870178,0.32522451877593994,124.jpg
0.023201819509267807,0.619806170463562,0.3569920063018799,125.jpg
0.11982390284538269,0.7124791145324707,0.16769695281982422,126.jpg
0.26575928926467896,0.6551709175109863,0.07906980067491531,127.jpg
0.14495877921581268,0.7434927225112915,0.1115485280752182,128.jpg
0.43906956911087036,0.5502496957778931,0.01068081147968769,129.jpg
0.028413180261850357,0.39140671491622925,0.5801801085472107,13.jpg
0.5813875794410706,0.33029982447624207,0.08831257373094559,130.jpg
0.042421605437994,0.6157429814338684,0.3418354392051697,131.jpg
0.10722847282886505,0.6741505861282349,0.21862095594406128,132.jpg
0.07642170041799545,0.47977134585380554,0.44380706548690796,133.jpg
0.11543739587068558,0.45499148964881897,0.42957112193107605,135.jpg
0.3807494342327118,0.48692241311073303,0.1323280930519104,136.jpg
0.0012946464121341705,0.7651359438896179,0.2335694134235382,137.jpg
0.08805307745933533,0.5747751593589783,0.3371717035770416,138.jpg
0.3739950656890869,0.5046984553337097,0.12130651623010635,139.jpg
0.0216117762029171,0.8749411106109619,0.10344713926315308,14.jpg
0.008574974723160267,0.6417315006256104,0.34969353675842285,140.jpg
0.0021351324394345284,0.8242294788360596,0.17363542318344116,141.jpg
0.7318261861801147,0.26017066836357117,0.008003218099474907,142.jpg
0.07341878116130829,0.47117382287979126,0.4554074704647064,143.jpg
0.06263522058725357,0.8540869355201721,0.08327779173851013,144.jpg
0.011707515455782413,0.7929672002792358,0.1953253448009491,145.jpg
0.031066380441188812,0.8171430230140686,0.1517905294895172,146.jpg
0.024369001388549805,0.8836397528648376,0.09199122339487076,147.jpg
0.5054416656494141,0.319744735956192,0.17481359839439392,148.jpg
0.1123567745089531,0.4655865430831909,0.4220566153526306,149.jpg
0.03950035572052002,0.6613634824752808,0.2991361618041992,15.jpg
0.16605786979198456,0.7668807506561279,0.06706134974956512,150.jpg
0.08021417260169983,0.3922608196735382,0.527525007724762,151.jpg
0.04449652135372162,0.6361477375030518,0.31935566663742065,152.jpg
0.05221911519765854,0.7930810451507568,0.15469978749752045,154.jpg
0.12632852792739868,0.5627445578575134,0.3109268844127655,155.jpg
0.058685053139925,0.7669947743415833,0.17432016134262085,156.jpg
0.1938624083995819,0.7138596177101135,0.09227792918682098,157.jpg
0.04968857392668724,0.4523742198944092,0.49793729186058044,158.jpg
0.058238912373781204,0.7975422143936157,0.14421890676021576,159.jpg
0.003866191254928708,0.7181161046028137,0.27801766991615295,16.jpg
0.5244408845901489,0.445846289396286,0.02971278689801693,160.jpg
0.048422809690237045,0.6801822185516357,0.2713949382305145,161.jpg
0.16818228363990784,0.5565432906150818,0.275274395942688,162.jpg
0.02665363997220993,0.7152026295661926,0.2581437826156616,163.jpg
0.11567524075508118,0.6547660827636719,0.22955869138240814,164.jpg
0.14350229501724243,0.6981069445610046,0.15839070081710815,165.jpg
0.2886142432689667,0.3081601858139038,0.40322548151016235,166.jpg
0.01091149915009737,0.5077306628227234,0.4813579022884369,167.jpg
0.0799824520945549,0.7675423622131348,0.15247510373592377,168.jpg
0.012645048089325428,0.9539510011672974,0.0334039144217968,169.jpg
0.038506753742694855,0.7527551651000977,0.20873808860778809,17.jpg
0.03881504759192467,0.3944048285484314,0.566780149936676,170.jpg
0.0024442097637802362,0.052210353314876556,0.9453454613685608,171.jpg
0.024525422602891922,0.8503992557525635,0.12507523596286774,173.jpg
0.003361909417435527,0.3577747642993927,0.6388633251190186,174.jpg
0.05373638495802879,0.46947696805000305,0.4767865836620331,175.jpg
0.008886056952178478,0.3069992661476135,0.6841146945953369,176.jpg
0.29619506001472473,0.5910282135009766,0.11277677118778229,177.jpg
0.01562838815152645,0.6025255918502808,0.38184604048728943,178.jpg
0.22125712037086487,0.6105888485908508,0.1681540459394455,179.jpg
0.07131050527095795,0.8647668957710266,0.06392260640859604,18.jpg
0.16397392749786377,0.5714762210845947,0.2645498812198639,180.jpg
0.016930121928453445,0.8323200941085815,0.1507498025894165,181.jpg
0.03131252899765968,0.3826342225074768,0.5860532522201538,182.jpg
0.33345645666122437,0.5428062677383423,0.12373735755681992,183.jpg
0.1956462562084198,0.6350420713424683,0.16931168735027313,184.jpg
0.6237137317657471,0.3334868848323822,0.04279935359954834,185.jpg
0.307290643453598,0.5212612748146057,0.17144808173179626,186.jpg
0.01462941151112318,0.37759000062942505,0.6077805757522583,187.jpg
0.17510785162448883,0.3512848913669586,0.47360724210739136,188.jpg
0.03941060230135918,0.8524019122123718,0.10818760097026825,189.jpg
0.014808468520641327,0.4345114231109619,0.5506801009178162,19.jpg
0.04893183708190918,0.8106969594955444,0.14037129282951355,190.jpg
0.0017838201019912958,0.3585259020328522,0.6396902799606323,115.jpg
0.20049846172332764,0.4081794321537018,0.3913221061229706,134.jpg
0.025299394503235817,0.4217427670955658,0.5529578328132629,153.jpg
0.06078115850687027,0.6107318997383118,0.3284868896007538,172.jpg
0.0025095909368246794,0.45849722623825073,0.5389931797981262,191.jpg
0.009180574677884579,0.8602977991104126,0.13052168488502502,21.jpg
0.2763301730155945,0.5441949963569641,0.17947477102279663,229.jpg
0.37262412905693054,0.4680277407169342,0.15934818983078003,248.jpg
0.21353331208229065,0.574002742767334,0.21246393024921417,267.jpg
0.14484179019927979,0.5935150980949402,0.2616431713104248,286.jpg
0.7233809232711792,0.20442426204681396,0.07219480723142624,304.jpg
0.06016017496585846,0.6342783570289612,0.3055614233016968,323.jpg
0.044215209782123566,0.5557109713554382,0.4000738561153412,342.jpg
0.06314722448587418,0.25120124220848083,0.6856515407562256,361.jpg
0.80558180809021,0.17984463274478912,0.014573552645742893,382.jpg
0.04416760429739952,0.5867722630500793,0.36906012892723083,400.jpg
0.15251903235912323,0.5623147487640381,0.28516626358032227,42.jpg
0.03633073717355728,0.6999963521957397,0.2636728882789612,439.jpg
0.026465311646461487,0.5663203001022339,0.4072144329547882,458.jpg
0.05701611936092377,0.7156595587730408,0.2273242324590683,477.jpg
0.013864154927432537,0.26590579748153687,0.7202300429344177,496.jpg
0.016625989228487015,0.8212242722511292,0.1621498316526413,54.jpg
0.047604307532310486,0.6316750645637512,0.32072073221206665,73.jpg
0.03126361966133118,0.4461488127708435,0.5225876569747925,192.jpg
0.14932972192764282,0.7612285614013672,0.08944171667098999,193.jpg
0.05407131090760231,0.7171840071678162,0.22874468564987183,194.jpg
0.16344544291496277,0.5487169027328491,0.2878376841545105,195.jpg
0.8148530125617981,0.17565715312957764,0.00948979053646326,196.jpg
0.2821890711784363,0.5234114527702332,0.19439950585365295,197.jpg
0.051599763333797455,0.7438154220581055,0.20458489656448364,198.jpg
0.020047908648848534,0.6959013938903809,0.2840506434440613,199.jpg
0.2855081856250763,0.6853777766227722,0.02911405637860298,2.jpg
0.7315714955329895,0.21932552754878998,0.049102965742349625,20.jpg
0.05881239101290703,0.7313101887702942,0.20987746119499207,200.jpg
0.04883326217532158,0.5025282502174377,0.4486384987831116,201.jpg
0.10860394686460495,0.6252729296684265,0.26612311601638794,202.jpg
0.038936931639909744,0.47550323605537415,0.4855598211288452,203.jpg
0.08221516013145447,0.4387199878692627,0.4790648818016052,204.jpg
0.05023762956261635,0.647979736328125,0.3017825484275818,205.jpg
0.11546668410301208,0.47016283869743347,0.41437041759490967,206.jpg
0.14217279851436615,0.5884448289871216,0.2693823575973511,207.jpg
0.010582308284938335,0.3336612284183502,0.6557565331459045,208.jpg
0.07111605256795883,0.4134790301322937,0.5154049396514893,209.jpg
0.18234001100063324,0.5550166964530945,0.2626432478427887,210.jpg
0.17264467477798462,0.6421452760696411,0.18521007895469666,211.jpg
0.06973753869533539,0.8314983248710632,0.09876421838998795,212.jpg
0.2541406750679016,0.4604266583919525,0.28543269634246826,213.jpg
0.19210995733737946,0.46781155467033386,0.3400785028934479,214.jpg
0.5155915021896362,0.43724507093429565,0.04716338589787483,215.jpg
0.2808725833892822,0.6162408590316772,0.10288654267787933,216.jpg
